车站ID,名称,路线,序号,经度,纬度
BV09247246,西南角地铁站,863路,25,117.17437,39.137306
BV09265933,鼓楼,863路,26,117.182279,39.140842
BV09271087,北门,863路,27,117.183248,39.145996
BV10040305,东马路,863路,28,117.187695,39.145833
BV10040521,望海楼,863路,29,117.196511,39.147471
BV10885858,狮子林大街,863路,30,117.201949,39.149154
BV10885859,金纬路,863路,31,117.199175,39.154184
BV10041123,河北三马路,863路,32,117.195144,39.156979
BV10041122,河北五马路,863路,33,117.19148,39.159609
BV09198871,第九八三医院,863路,34,117.190313,39.160942
BV09053292,志成路京津桥口,863路,35,117.188972,39.164814
BV10042056,天津外国语学校,863路,36,117.195297,39.16819
BV10042067,南口东路,863路,37,117.199112,39.17123
BV10041102,新开桥,863路,38,117.196259,39.172036
BV10426051,南口路,863路,39,117.189429,39.17899
BV11400807,榆关道地道,863路,40,117.19271,39.181613
BV10040922,仓联庄,863路,41,117.201416,39.184814
BV10776108,铁东路地铁站,863路,42,117.207355,39.179771
BV10042053,宜白小区,863路,43,117.209675,39.186
BV10042065,贵贤里,863路,44,117.212901,39.184348
BV10980833,圣贤道,863路,45,117.215923,39.18529
BV11032858,聚贤道公交站,863路,46,117.210712,39.187135
BV10772974,澄江路公交站,866路,1,117.142429,39.103931
BV11143332,第二冷冻厂,866路,2,117.144089,39.106205
BV09053275,一中心医院地铁站,866路,3,117.149407,39.104621
BV10983829,天津图书馆,866路,4,117.157829,39.099529
BV10041354,周邓纪念馆,866路,5,117.164282,39.09558
BV10041356,水上村,866路,6,117.171953,39.095725
BV10041360,水上公园,866路,7,117.175522,39.092435
BV11027442,天塔南,866路,8,117.181273,39.089309
BV10041174,气象南里,866路,9,117.185028,39.088716
BV10041165,华夏未来,866路,10,117.185391,39.085272
BV10041164,体院北,866路,11,117.188233,39.081057
BV10040383,宾水桥,866路,12,117.192757,39.082031
BV11259730,天津宾馆地铁站,866路,13,117.197721,39.084846
BV11041072,文化中心地铁站,866路,14,117.206604,39.089714
BV10780324,越秀路,866路,15,117.212611,39.091255
BV10782605,广东路西南楼,866路,16,117.216267,39.092856
BV10041074,西楼,866路,17,117.216232,39.097221
BV10041075,泰达园,866路,18,117.215095,39.104345
BV10041094,南昌路,866路,19,117.215584,39.107815
BV10040827,天津图书大厦,866路,20,117.221446,39.109974
BV10040803,大营门,866路,21,117.218641,39.113264
BV10042228,音乐厅,866路,22,117.215334,39.11672
BV10041056,小白楼,866路,23,117.217357,39.11833
BV10041058,大光明桥,866路,24,117.222954,39.120773
BV10522097,天津七中,866路,25,117.239983,39.129978
BV11430086,成林道地铁站,866路,26,117.248893,39.129755
BV10041320,儿童村,866路,27,117.255539,39.129501
BV10041319,军事交通学院,866路,28,117.262088,39.128668
BV10040750,东局子,866路,29,117.270126,39.129135
BV10040751,天山路,866路,30,117.278,39.130108
BV10041269,香山道,866路,31,117.278709,39.13234
BV10041270,崂山道,866路,32,117.27766,39.136076
BV10041443,冠云西里,866路,33,117.278329,39.138838
BV09053273,崂山道地铁站,866路,34,117.282837,39.140366
BV09196115,屿东城地铁站,866路,35,117.280553,39.145717
BV10702469,彩丽园,866路,36,117.28717,39.151241
BV10702444,云丽园,866路,37,117.280678,39.152092
BV10044868,太阳城公交站,866路,38,117.272301,39.151428
BV11364393,香怡道公交站,867路,1,117.10935,39.106112
BV09093587,西苑别墅,867路,2,117.102684,39.113181
BV10403497,旭水蓝轩,867路,3,117.102192,39.118243
BV09093224,福雅花园,867路,4,117.103477,39.121711
BV09062540,福姜路闵行路,867路,5,117.104788,39.12302
BV09025942,福姜路芥园西道,867路,6,117.104774,39.126547
BV10041593,东姜井,867路,7,117.107407,39.130714
BV10041366,李家园,867路,8,117.114939,39.136944
BV11027444,津华西大街,867路,9,117.119431,39.140636
BV10042081,华智里,867路,10,117.122086,39.140892
BV10040830,雅润嘉园,867路,11,117.128143,39.137726
BV11050639,咸阳路地铁站,867路,12,117.134499,39.137726
BV10042871,临潼路,867路,13,117.145195,39.137727
BV10040945,长虹公园,867路,14,117.149406,39.135159
BV11038082,宜宾道地铁站,867路,15,117.14941,39.124653
BV10041043,西湖道,867路,16,117.149412,39.120201
BV10041235,卧龙里,867路,17,117.154236,39.11622
BV09066758,玉泉路玉皇路,867路,18,117.168785,39.116447
BV10041292,红磡公寓,867路,19,117.170059,39.118324
BV10041293,佳音里,867路,20,117.17343,39.117758
BV10041998,师北里,867路,21,117.177841,39.117622
BV10844549,南京路海光寺,867路,22,117.182333,39.120982
BV11038528,鞍山道地铁站,867路,23,117.188456,39.120183
BV10040806,滨江道,867路,24,117.195404,39.119194
BV10040805,长沙路,867路,25,117.202179,39.117708
BV10040828,小营门,867路,26,117.213921,39.115551
BV10040803,大营门,867路,27,117.218704,39.113117
BV10040827,天津图书大厦,867路,28,117.221283,39.110218
BV10040801,下瓦房地铁站,867路,29,117.223366,39.104156
BV10041196,东楼,867路,30,117.223117,39.099823
BV11040860,南楼地铁站,867路,31,117.22374,39.094822
BV10540368,新围堤道日报大厦,867路,32,117.225812,39.093212
BV10040952,光华桥,867路,33,117.236557,39.096737
BV10042079,二宫南门,867路,34,117.251076,39.101173
BV10042078,富华小区,867路,35,117.251617,39.097454
BV10449406,富民商业街,867路,36,117.25209,39.094578
BV10042076,郑庄子,867路,37,117.252464,39.091228
BV10041454,滨河小区,867路,38,117.258827,39.08791
BV10403728,富民路公交站,867路,39,117.263394,39.087795
BV11623278,金钟宾馆,870路(临时),1,117.246393,39.18043
BV10040505,东窑洼,870路(临时),2,117.247296,39.176372
BV11430091,金钟河大街地铁站,870路(临时),3,117.243416,39.172832
BV10042305,桥园里,870路(临时),4,117.238845,39.169933
BV10702467,金沙江路,870路(临时),5,117.23525,39.167883
BV10040926,增产道,870路(临时),6,117.234823,39.159607
BV10040927,正义道,870路(临时),7,117.234922,39.15348
BV10041442,王串场六号路,870路(临时),8,117.232676,39.150087
BV10041441,王串场三号路,870路(临时),9,117.228151,39.149575
BV10040847,莹津里,870路(临时),10,117.224128,39.148724
BV11427479,明溪里,870路(临时),11,117.22059,39.15217
BV10733773,新大路,870路(临时),12,117.211497,39.152283
BV10040729,陈家沟,870路(临时),13,117.208953,39.147849
BV09072878,胜利路滨海道,870路(临时),14,117.202691,39.144236
BV10040416,新货场,870路(临时),15,117.201315,39.142218
BV11660684,胜利路站,870路(临时),16,117.198703,39.140098
BV10040418,平安街,870路(临时),17,117.196324,39.138086
BV09135992,东南角地铁站,870路(临时),18,117.190438,39.135698
BV11021793,新华路百货大楼公交站,870路(临时),19,117.189962,39.132089
BV10041705,雅士道公交站,872路,1,117.135269,39.081684
BV10041296,中孚路,872路,2,117.13028,39.083332
BV10041297,地华里,872路,3,117.127357,39.084896
BV10041298,鑫茂科技园,872路,4,117.12429,39.087814
BV09160564,物华道梅苑路,872路,5,117.127532,39.090477
BV10041657,久华里,872路,6,117.133949,39.089622
BV09247247,王顶堤地铁站,872路,7,117.142405,39.092695
BV09053274,红旗南路地铁站,872路,8,117.146004,39.092628
BV10041352,山西宾馆,872路,9,117.154852,39.092617
BV09251722,周邓纪念馆地铁站,872路,10,117.160929,39.092578
BV10041354,周邓纪念馆,872路,11,117.164282,39.09558
BV10041356,水上村,872路,12,117.171953,39.095725
BV10599331,天塔地铁站,872路,13,117.176923,39.09579
BV11426776,吴家窑地铁站,872路,14,117.190087,39.10049
BV10040937,佟楼,872路,15,117.191292,39.100483
BV10040388,儿童医院,872路,16,117.200781,39.099166
BV10040936,友谊路,872路,17,117.206467,39.09799
BV10040935,四新宿舍,872路,18,117.211838,39.096653
BV11430044,西南楼地铁站,872路,19,117.214981,39.095753
BV09233672,围堤道隆昌路,872路,20,117.218984,39.093795
BV10540368,新围堤道日报大厦,872路,21,117.225812,39.093212
BV10040952,光华桥,872路,22,117.236455,39.096676
BV10040953,蝶桥公寓,872路,23,117.247292,39.103432
BV10040604,二宫,872路,24,117.256714,39.104488
BV11042121,中山门地铁站,872路,25,117.263298,39.101276
BV09053278,昆仑桥西,872路,26,117.266655,39.099644
BV10041463,万明园,872路,27,117.271897,39.095842
BV10041455,金月湾,872路,28,117.269096,39.09267
BV10403728,富民路公交站,872路,29,117.263394,39.087795
BV10622920,蓝海商贸城公交站,878路,1,117.189835,39.203892
BV10044878,姚江路,878路,2,117.194596,39.200304
BV10042229,滦河道,878路,3,117.194687,39.198019
BV10041575,普兴里,878路,4,117.198647,39.195538
BV10041146,万达新城,878路,5,117.20256,39.199787
BV11393460,三千路,878路,6,117.20388,39.199809
BV10043059,民宜里,878路,7,117.208147,39.195495
BV10041562,振宜楼,878路,8,117.208046,39.191669
BV10041151,宜白楼,878路,9,117.202507,39.188744
BV11400807,榆关道地道,878路,10,117.192726,39.181749
BV10041215,东海花园,878路,11,117.18559,39.179462
BV10041118,芳草园,878路,12,117.180393,39.176097
BV10041494,东于庄,878路,13,117.182083,39.173447
BV11430050,天泰路地铁站,878路,14,117.184265,39.170036
BV10041120,安定里,878路,15,117.186589,39.166042
BV09198871,第九八三医院,878路,16,117.190169,39.160929
BV10041122,河北五马路,878路,17,117.192691,39.158442
BV10041123,河北三马路,878路,18,117.195236,39.156803
BV10702445,金钢桥,878路,19,117.195511,39.153008
BV10702454,北城街,878路,20,117.18862,39.144258
BV10040562,城厢东路,878路,21,117.185743,39.143384
BV10702453,鼓楼东,878路,22,117.186096,39.140316
BV10041077,南市食品街,878路,23,117.185373,39.13418
BV10041076,南门外大街,878路,24,117.183416,39.130148
BV11245257,陞安大街,878路,25,117.180286,39.126714
BV10844549,南京路海光寺,878路,26,117.182276,39.120892
BV10040425,总医院,878路,27,117.186501,39.11935
BV10040426,新兴路站,878路,28,117.184543,39.117051
BV10040427,四平西道站,878路,29,117.184488,39.114145
BV10040762,医科大学,878路,30,117.185989,39.105782
BV10040780,气象台路德才里站,878路,31,117.18607,39.098786
BV10040530,东风里,878路,32,117.18602,39.094879
BV10041174,气象南里,878路,33,117.185028,39.088716
BV10041165,华夏未来,878路,34,117.185391,39.085272
BV10041164,体院北,878路,35,117.188233,39.081057
BV11427688,环湖中路体北道,878路,36,117.190598,39.076641
BV10041715,环湖中路,878路,37,117.192228,39.072189
BV10041716,纪庄子前街,878路,38,117.189178,39.071262
BV11427252,中石油桥西,878路,39,117.183993,39.069144
BV10042197,凌庄子道站,878路,40,117.179877,39.068882
BV10040282,凌庄子,878路,41,117.174759,39.071309
BV10040311,彩虹花园,878路,42,117.164184,39.073294
BV10040312,金谷园,878路,43,117.157238,39.073567
BV10404138,金谷园公交站,878路,44,117.155601,39.073235
BV10040772,水上公园东门,879路,1,117.174236,39.091476
BV11027442,天塔南,879路,2,117.181273,39.089309
BV10040530,东风里,879路,3,117.186104,39.094387
BV10040780,气象台路德才里,879路,4,117.186215,39.098885
BV10040762,医科大学,879路,5,117.186108,39.10672
BV10040427,四平西道,879路,6,117.184891,39.113811
BV10041242,天大宿舍,879路,7,117.173548,39.114486
BV10041241,西湖村,879路,8,117.170845,39.114483
BV10041249,龙井里,879路,9,117.167027,39.114484
BV10041235,卧龙里,879路,10,117.155794,39.115877
BV10041043,西湖道,879路,11,117.149559,39.119648
BV11038082,宜宾道地铁站,879路,12,117.149536,39.124457
BV10040945,长虹公园,879路,13,117.149536,39.134945
BV09070063,红旗路黄河道,879路,14,117.149562,39.139284
BV09265934,小西关,879路,15,117.149818,39.147049
BV10040949,西青道,879路,16,117.151452,39.150984
BV10040788,红旗地道,879路,17,117.150977,39.161068
BV10040792,洪湖里,879路,18,117.153289,39.168644
BV11069476,风屏公寓,879路,19,117.157776,39.172695
BV11069475,大同门,879路,20,117.162239,39.171627
BV11060464,风光里,879路,21,117.16954,39.17461
BV09182764,丁字沽一号路,879路,22,117.172042,39.176078
BV10042025,栖霞里,879路,23,117.174657,39.177075
BV10042142,瑜峰园,879路,24,117.181466,39.178173
BV10042121,天昊公寓,879路,25,117.178246,39.182373
BV10041131,白庙客运,879路,26,117.17546,39.182917
BV10884765,邯郸道,879路,27,117.166949,39.186905
BV10041109,柳滩,879路,28,117.163291,39.189468
BV10040249,天穆村,879路,29,117.15589,39.195269
BV10040250,华润万家北辰店,879路,30,117.150216,39.200533
BV11049625,马庄,879路,31,117.140882,39.21114
BV11480626,北仓礼堂,879路,32,117.138258,39.21434
BV10650202,北仓,879路,33,117.135634,39.218012
BV10042020,东升里,879路,34,117.141711,39.222465
BV10042014,果园北道,879路,35,117.141965,39.22414
BV10042073,北医道,879路,36,117.13875,39.228563
BV10042072,延吉道,879路,37,117.136066,39.232152
BV10721902,集贤道公交站,879路,38,117.130188,39.231945
BV10566717,学院区公交站,880路,1,117.702964,39.085634
BV10042795,天津科技大学,880路,2,117.707565,39.082904
BV10444764,黄海路第十三大街,880路,3,117.710148,39.081081
BV10404036,海通街,880路,4,117.708039,39.077699
BV10041399,丰田模具,880路,5,117.706493,39.075221
BV11427707,消防队(十一街),880路,6,117.705675,39.07163
BV11427708,热电公司(十一大街),880路,7,117.712596,39.069688
BV10042793,工程研究所,880路,8,117.716359,39.068539
BV10042799,中财塑胶,880路,9,117.722578,39.065829
BV10042791,电缆公司,880路,10,117.720616,39.062678
BV10404025,宏泰工业园,880路,11,117.717921,39.05832
BV10042789,丰华电子小区,880路,12,117.716519,39.056072
BV10444765,BBA公司,880路,13,117.713686,39.051516
BV10042797,良机公司,880路,14,117.711493,39.047969
BV10042787,创业中心,880路,15,117.708524,39.043203
BV10040993,泰丰家园西门,880路,16,117.707636,39.041719
BV10040992,桐景园,880路,17,117.705243,39.038906
BV10867636,天大科技园(南海路),880路,18,117.703665,39.038237
BV10040997,银河公寓,880路,19,117.701897,39.032719
BV10042187,南海路,880路,20,117.69973,39.032371
BV10042185,泰达一中,880路,21,117.696858,39.033449
BV10042186,泰达中心酒店,880路,22,117.69254,39.035093
BV11203100,二大街泰达会馆,880路,23,117.686901,39.032378
BV11454316,第二大街,880路,24,117.680597,39.032488
BV10040955,泰达有线电视台,880路,25,117.680966,39.029389
BV10040956,泰达社区医院,880路,26,117.684223,39.028726
BV10040139,新华路,880路,27,117.675034,39.01297
BV10867634,塘沽外滩公园(乐购门口),880路,28,117.666397,39.015465
BV10040152,和平路,880路,29,117.662285,39.01685
BV11432630,烟台道,880路,30,117.659556,39.019863
BV10040608,地道口,880路,31,117.662584,39.027639
BV10040183,宏达公寓,880路,32,117.66365,39.030951
BV10042784,吉宁里,880路,33,117.662552,39.034054
BV10040208,贵阳里,880路,34,117.65671,39.034566
BV10040209,胜利宾馆,880路,35,117.655937,39.03244
BV10574072,大五金超市,880路,36,117.651337,39.03215
BV10040270,禧顺馨园,880路,37,117.646777,39.033254
BV10040271,津塘公路,880路,38,117.644063,39.033893
BV10042781,华翠洋房,880路,39,117.63951,39.034915
BV10042801,幸福楼,880路,40,117.634361,39.03599
BV10332591,新河小区,880路,41,117.63031,39.037003
BV10425619,百兴里,880路,42,117.635712,39.035091
BV10425620,众兴里,880路,43,117.635582,39.032882
BV10332588,高辛庄,880路,44,117.630669,39.03383
BV11671759,未来城公交站,901路,1,117.219601,39.198122
BV11630005,津围路宜白路,901路,2,117.220168,39.194386
BV09053301,宜兴南里,901路,3,117.221919,39.189918
BV10040736,红星桥,901路,4,117.222341,39.188447
BV09248058,爱贤里,901路,5,117.215438,39.182029
BV10980833,圣贤道,901路,6,117.215923,39.18529
BV10042053,宜白小区,901路,7,117.209401,39.185582
BV10776108,铁东路地铁站,901路,8,117.207338,39.179923
BV10040925,盐坨桥,901路,9,117.213837,39.173363
BV10040688,建昌道,901路,10,117.222639,39.169305
BV11424935,中山北路育红路,901路,11,117.226376,39.166554
BV11430082,北宁公园地铁站,901路,12,117.221495,39.166066
BV10702460,北宁公园,901路,13,117.215339,39.165994
BV10040683,北站,901路,14,117.206261,39.164055
BV09138392,中山路地铁站,901路,15,117.20365,39.161409
BV10702450,宙纬路站,901路,16,117.20047,39.158203
BV10885859,金纬路,901路,17,117.198984,39.154063
BV10885858,狮子林大街,901路,18,117.201761,39.149525
BV09072878,胜利路滨海道,901路,19,117.202617,39.144128
BV10040416,新货场,901路,20,117.201311,39.142214
BV11660684,胜利路站,901路,21,117.198744,39.140084
BV10040418,平安街,901路,22,117.196324,39.138095
BV10041053,北安桥,901路,23,117.19678,39.133581
BV10403543,大沽桥,901路,24,117.199795,39.132869
BV11066840,渤海大楼,901路,25,117.205009,39.127691
